,source,target
13775,D:\PROJECTS\Python_projects\PythonMain\data_task\13775,D:\PROJECTS\Python_projects\PythonMain\data_solved\13775
13776,D:\PROJECTS\Python_projects\PythonMain\data_task\13776,D:\PROJECTS\Python_projects\PythonMain\data_solved\13776
13777,D:\PROJECTS\Python_projects\PythonMain\data_task\13777,D:\PROJECTS\Python_projects\PythonMain\data_solved\13777
13778,D:\PROJECTS\Python_projects\PythonMain\data_task\13778,D:\PROJECTS\Python_projects\PythonMain\data_solved\13778
13779,D:\PROJECTS\Python_projects\PythonMain\data_task\13779,D:\PROJECTS\Python_projects\PythonMain\data_solved\13779
13780,D:\PROJECTS\Python_projects\PythonMain\data_task\13780,D:\PROJECTS\Python_projects\PythonMain\data_solved\13780
13781,D:\PROJECTS\Python_projects\PythonMain\data_task\13781,D:\PROJECTS\Python_projects\PythonMain\data_solved\13781
13782,D:\PROJECTS\Python_projects\PythonMain\data_task\13782,D:\PROJECTS\Python_projects\PythonMain\data_solved\13782
13783,D:\PROJECTS\Python_projects\PythonMain\data_task\13783,D:\PROJECTS\Python_projects\PythonMain\data_solved\13783
13784,D:\PROJECTS\Python_projects\PythonMain\data_task\13784,D:\PROJECTS\Python_projects\PythonMain\data_solved\13784
13785,D:\PROJECTS\Python_projects\PythonMain\data_task\13785,D:\PROJECTS\Python_projects\PythonMain\data_solved\13785
13786,D:\PROJECTS\Python_projects\PythonMain\data_task\13786,D:\PROJECTS\Python_projects\PythonMain\data_solved\13786
13787,D:\PROJECTS\Python_projects\PythonMain\data_task\13787,D:\PROJECTS\Python_projects\PythonMain\data_solved\13787
13788,D:\PROJECTS\Python_projects\PythonMain\data_task\13788,D:\PROJECTS\Python_projects\PythonMain\data_solved\13788
13789,D:\PROJECTS\Python_projects\PythonMain\data_task\13789,D:\PROJECTS\Python_projects\PythonMain\data_solved\13789
13790,D:\PROJECTS\Python_projects\PythonMain\data_task\13790,D:\PROJECTS\Python_projects\PythonMain\data_solved\13790
13791,D:\PROJECTS\Python_projects\PythonMain\data_task\13791,D:\PROJECTS\Python_projects\PythonMain\data_solved\13791
13792,D:\PROJECTS\Python_projects\PythonMain\data_task\13792,D:\PROJECTS\Python_projects\PythonMain\data_solved\13792
13793,D:\PROJECTS\Python_projects\PythonMain\data_task\13793,D:\PROJECTS\Python_projects\PythonMain\data_solved\13793
13794,D:\PROJECTS\Python_projects\PythonMain\data_task\13794,D:\PROJECTS\Python_projects\PythonMain\data_solved\13794
13795,D:\PROJECTS\Python_projects\PythonMain\data_task\13795,D:\PROJECTS\Python_projects\PythonMain\data_solved\13795
13796,D:\PROJECTS\Python_projects\PythonMain\data_task\13796,D:\PROJECTS\Python_projects\PythonMain\data_solved\13796
13797,D:\PROJECTS\Python_projects\PythonMain\data_task\13797,D:\PROJECTS\Python_projects\PythonMain\data_solved\13797
13798,D:\PROJECTS\Python_projects\PythonMain\data_task\13798,D:\PROJECTS\Python_projects\PythonMain\data_solved\13798
13799,D:\PROJECTS\Python_projects\PythonMain\data_task\13799,D:\PROJECTS\Python_projects\PythonMain\data_solved\13799
13800,D:\PROJECTS\Python_projects\PythonMain\data_task\13800,D:\PROJECTS\Python_projects\PythonMain\data_solved\13800
13801,D:\PROJECTS\Python_projects\PythonMain\data_task\13801,D:\PROJECTS\Python_projects\PythonMain\data_solved\13801
13802,D:\PROJECTS\Python_projects\PythonMain\data_task\13802,D:\PROJECTS\Python_projects\PythonMain\data_solved\13802
13803,D:\PROJECTS\Python_projects\PythonMain\data_task\13803,D:\PROJECTS\Python_projects\PythonMain\data_solved\13803
13804,D:\PROJECTS\Python_projects\PythonMain\data_task\13804,D:\PROJECTS\Python_projects\PythonMain\data_solved\13804
13805,D:\PROJECTS\Python_projects\PythonMain\data_task\13805,D:\PROJECTS\Python_projects\PythonMain\data_solved\13805
13806,D:\PROJECTS\Python_projects\PythonMain\data_task\13806,D:\PROJECTS\Python_projects\PythonMain\data_solved\13806
13807,D:\PROJECTS\Python_projects\PythonMain\data_task\13807,D:\PROJECTS\Python_projects\PythonMain\data_solved\13807
13808,D:\PROJECTS\Python_projects\PythonMain\data_task\13808,D:\PROJECTS\Python_projects\PythonMain\data_solved\13808
13809,D:\PROJECTS\Python_projects\PythonMain\data_task\13809,D:\PROJECTS\Python_projects\PythonMain\data_solved\13809
13810,D:\PROJECTS\Python_projects\PythonMain\data_task\13810,D:\PROJECTS\Python_projects\PythonMain\data_solved\13810
13811,D:\PROJECTS\Python_projects\PythonMain\data_task\13811,D:\PROJECTS\Python_projects\PythonMain\data_solved\13811
13812,D:\PROJECTS\Python_projects\PythonMain\data_task\13812,D:\PROJECTS\Python_projects\PythonMain\data_solved\13812
13813,D:\PROJECTS\Python_projects\PythonMain\data_task\13813,D:\PROJECTS\Python_projects\PythonMain\data_solved\13813
13814,D:\PROJECTS\Python_projects\PythonMain\data_task\13814,D:\PROJECTS\Python_projects\PythonMain\data_solved\13814
13815,D:\PROJECTS\Python_projects\PythonMain\data_task\13815,D:\PROJECTS\Python_projects\PythonMain\data_solved\13815
13816,D:\PROJECTS\Python_projects\PythonMain\data_task\13816,D:\PROJECTS\Python_projects\PythonMain\data_solved\13816
13817,D:\PROJECTS\Python_projects\PythonMain\data_task\13817,D:\PROJECTS\Python_projects\PythonMain\data_solved\13817
13818,D:\PROJECTS\Python_projects\PythonMain\data_task\13818,D:\PROJECTS\Python_projects\PythonMain\data_solved\13818
13819,D:\PROJECTS\Python_projects\PythonMain\data_task\13819,D:\PROJECTS\Python_projects\PythonMain\data_solved\13819
13820,D:\PROJECTS\Python_projects\PythonMain\data_task\13820,D:\PROJECTS\Python_projects\PythonMain\data_solved\13820
13821,D:\PROJECTS\Python_projects\PythonMain\data_task\13821,D:\PROJECTS\Python_projects\PythonMain\data_solved\13821
13822,D:\PROJECTS\Python_projects\PythonMain\data_task\13822,D:\PROJECTS\Python_projects\PythonMain\data_solved\13822
13823,D:\PROJECTS\Python_projects\PythonMain\data_task\13823,D:\PROJECTS\Python_projects\PythonMain\data_solved\13823
13824,D:\PROJECTS\Python_projects\PythonMain\data_task\13824,D:\PROJECTS\Python_projects\PythonMain\data_solved\13824
13825,D:\PROJECTS\Python_projects\PythonMain\data_task\13825,D:\PROJECTS\Python_projects\PythonMain\data_solved\13825
13826,D:\PROJECTS\Python_projects\PythonMain\data_task\13826,D:\PROJECTS\Python_projects\PythonMain\data_solved\13826
13827,D:\PROJECTS\Python_projects\PythonMain\data_task\13827,D:\PROJECTS\Python_projects\PythonMain\data_solved\13827
13828,D:\PROJECTS\Python_projects\PythonMain\data_task\13828,D:\PROJECTS\Python_projects\PythonMain\data_solved\13828
13829,D:\PROJECTS\Python_projects\PythonMain\data_task\13829,D:\PROJECTS\Python_projects\PythonMain\data_solved\13829
13830,D:\PROJECTS\Python_projects\PythonMain\data_task\13830,D:\PROJECTS\Python_projects\PythonMain\data_solved\13830
13831,D:\PROJECTS\Python_projects\PythonMain\data_task\13831,D:\PROJECTS\Python_projects\PythonMain\data_solved\13831
13832,D:\PROJECTS\Python_projects\PythonMain\data_task\13832,D:\PROJECTS\Python_projects\PythonMain\data_solved\13832
13833,D:\PROJECTS\Python_projects\PythonMain\data_task\13833,D:\PROJECTS\Python_projects\PythonMain\data_solved\13833
13834,D:\PROJECTS\Python_projects\PythonMain\data_task\13834,D:\PROJECTS\Python_projects\PythonMain\data_solved\13834
13835,D:\PROJECTS\Python_projects\PythonMain\data_task\13835,D:\PROJECTS\Python_projects\PythonMain\data_solved\13835
13836,D:\PROJECTS\Python_projects\PythonMain\data_task\13836,D:\PROJECTS\Python_projects\PythonMain\data_solved\13836
13837,D:\PROJECTS\Python_projects\PythonMain\data_task\13837,D:\PROJECTS\Python_projects\PythonMain\data_solved\13837
13838,D:\PROJECTS\Python_projects\PythonMain\data_task\13838,D:\PROJECTS\Python_projects\PythonMain\data_solved\13838
13839,D:\PROJECTS\Python_projects\PythonMain\data_task\13839,D:\PROJECTS\Python_projects\PythonMain\data_solved\13839
13840,D:\PROJECTS\Python_projects\PythonMain\data_task\13840,D:\PROJECTS\Python_projects\PythonMain\data_solved\13840
13841,D:\PROJECTS\Python_projects\PythonMain\data_task\13841,D:\PROJECTS\Python_projects\PythonMain\data_solved\13841
13842,D:\PROJECTS\Python_projects\PythonMain\data_task\13842,D:\PROJECTS\Python_projects\PythonMain\data_solved\13842
13843,D:\PROJECTS\Python_projects\PythonMain\data_task\13843,D:\PROJECTS\Python_projects\PythonMain\data_solved\13843
13844,D:\PROJECTS\Python_projects\PythonMain\data_task\13844,D:\PROJECTS\Python_projects\PythonMain\data_solved\13844
13845,D:\PROJECTS\Python_projects\PythonMain\data_task\13845,D:\PROJECTS\Python_projects\PythonMain\data_solved\13845
13846,D:\PROJECTS\Python_projects\PythonMain\data_task\13846,D:\PROJECTS\Python_projects\PythonMain\data_solved\13846
13847,D:\PROJECTS\Python_projects\PythonMain\data_task\13847,D:\PROJECTS\Python_projects\PythonMain\data_solved\13847
13848,D:\PROJECTS\Python_projects\PythonMain\data_task\13848,D:\PROJECTS\Python_projects\PythonMain\data_solved\13848
13849,D:\PROJECTS\Python_projects\PythonMain\data_task\13849,D:\PROJECTS\Python_projects\PythonMain\data_solved\13849
13850,D:\PROJECTS\Python_projects\PythonMain\data_task\13850,D:\PROJECTS\Python_projects\PythonMain\data_solved\13850
13851,D:\PROJECTS\Python_projects\PythonMain\data_task\13851,D:\PROJECTS\Python_projects\PythonMain\data_solved\13851
13852,D:\PROJECTS\Python_projects\PythonMain\data_task\13852,D:\PROJECTS\Python_projects\PythonMain\data_solved\13852
13853,D:\PROJECTS\Python_projects\PythonMain\data_task\13853,D:\PROJECTS\Python_projects\PythonMain\data_solved\13853
13854,D:\PROJECTS\Python_projects\PythonMain\data_task\13854,D:\PROJECTS\Python_projects\PythonMain\data_solved\13854
13855,D:\PROJECTS\Python_projects\PythonMain\data_task\13855,D:\PROJECTS\Python_projects\PythonMain\data_solved\13855
13856,D:\PROJECTS\Python_projects\PythonMain\data_task\13856,D:\PROJECTS\Python_projects\PythonMain\data_solved\13856
13857,D:\PROJECTS\Python_projects\PythonMain\data_task\13857,D:\PROJECTS\Python_projects\PythonMain\data_solved\13857
13858,D:\PROJECTS\Python_projects\PythonMain\data_task\13858,D:\PROJECTS\Python_projects\PythonMain\data_solved\13858
13859,D:\PROJECTS\Python_projects\PythonMain\data_task\13859,D:\PROJECTS\Python_projects\PythonMain\data_solved\13859
13860,D:\PROJECTS\Python_projects\PythonMain\data_task\13860,D:\PROJECTS\Python_projects\PythonMain\data_solved\13860
13861,D:\PROJECTS\Python_projects\PythonMain\data_task\13861,D:\PROJECTS\Python_projects\PythonMain\data_solved\13861
13862,D:\PROJECTS\Python_projects\PythonMain\data_task\13862,D:\PROJECTS\Python_projects\PythonMain\data_solved\13862
13863,D:\PROJECTS\Python_projects\PythonMain\data_task\13863,D:\PROJECTS\Python_projects\PythonMain\data_solved\13863
13864,D:\PROJECTS\Python_projects\PythonMain\data_task\13864,D:\PROJECTS\Python_projects\PythonMain\data_solved\13864
13865,D:\PROJECTS\Python_projects\PythonMain\data_task\13865,D:\PROJECTS\Python_projects\PythonMain\data_solved\13865
13866,D:\PROJECTS\Python_projects\PythonMain\data_task\13866,D:\PROJECTS\Python_projects\PythonMain\data_solved\13866
13867,D:\PROJECTS\Python_projects\PythonMain\data_task\13867,D:\PROJECTS\Python_projects\PythonMain\data_solved\13867
13868,D:\PROJECTS\Python_projects\PythonMain\data_task\13868,D:\PROJECTS\Python_projects\PythonMain\data_solved\13868
13869,D:\PROJECTS\Python_projects\PythonMain\data_task\13869,D:\PROJECTS\Python_projects\PythonMain\data_solved\13869
13870,D:\PROJECTS\Python_projects\PythonMain\data_task\13870,D:\PROJECTS\Python_projects\PythonMain\data_solved\13870
13871,D:\PROJECTS\Python_projects\PythonMain\data_task\13871,D:\PROJECTS\Python_projects\PythonMain\data_solved\13871
13872,D:\PROJECTS\Python_projects\PythonMain\data_task\13872,D:\PROJECTS\Python_projects\PythonMain\data_solved\13872
13873,D:\PROJECTS\Python_projects\PythonMain\data_task\13873,D:\PROJECTS\Python_projects\PythonMain\data_solved\13873
13874,D:\PROJECTS\Python_projects\PythonMain\data_task\13874,D:\PROJECTS\Python_projects\PythonMain\data_solved\13874
13875,D:\PROJECTS\Python_projects\PythonMain\data_task\13875,D:\PROJECTS\Python_projects\PythonMain\data_solved\13875
13876,D:\PROJECTS\Python_projects\PythonMain\data_task\13876,D:\PROJECTS\Python_projects\PythonMain\data_solved\13876
13877,D:\PROJECTS\Python_projects\PythonMain\data_task\13877,D:\PROJECTS\Python_projects\PythonMain\data_solved\13877
13878,D:\PROJECTS\Python_projects\PythonMain\data_task\13878,D:\PROJECTS\Python_projects\PythonMain\data_solved\13878
13879,D:\PROJECTS\Python_projects\PythonMain\data_task\13879,D:\PROJECTS\Python_projects\PythonMain\data_solved\13879
13880,D:\PROJECTS\Python_projects\PythonMain\data_task\13880,D:\PROJECTS\Python_projects\PythonMain\data_solved\13880
13881,D:\PROJECTS\Python_projects\PythonMain\data_task\13881,D:\PROJECTS\Python_projects\PythonMain\data_solved\13881
13882,D:\PROJECTS\Python_projects\PythonMain\data_task\13882,D:\PROJECTS\Python_projects\PythonMain\data_solved\13882
13883,D:\PROJECTS\Python_projects\PythonMain\data_task\13883,D:\PROJECTS\Python_projects\PythonMain\data_solved\13883
13884,D:\PROJECTS\Python_projects\PythonMain\data_task\13884,D:\PROJECTS\Python_projects\PythonMain\data_solved\13884
13885,D:\PROJECTS\Python_projects\PythonMain\data_task\13885,D:\PROJECTS\Python_projects\PythonMain\data_solved\13885
13886,D:\PROJECTS\Python_projects\PythonMain\data_task\13886,D:\PROJECTS\Python_projects\PythonMain\data_solved\13886
13887,D:\PROJECTS\Python_projects\PythonMain\data_task\13887,D:\PROJECTS\Python_projects\PythonMain\data_solved\13887
13888,D:\PROJECTS\Python_projects\PythonMain\data_task\13888,D:\PROJECTS\Python_projects\PythonMain\data_solved\13888
13889,D:\PROJECTS\Python_projects\PythonMain\data_task\13889,D:\PROJECTS\Python_projects\PythonMain\data_solved\13889
13890,D:\PROJECTS\Python_projects\PythonMain\data_task\13890,D:\PROJECTS\Python_projects\PythonMain\data_solved\13890
13891,D:\PROJECTS\Python_projects\PythonMain\data_task\13891,D:\PROJECTS\Python_projects\PythonMain\data_solved\13891
13892,D:\PROJECTS\Python_projects\PythonMain\data_task\13892,D:\PROJECTS\Python_projects\PythonMain\data_solved\13892
13893,D:\PROJECTS\Python_projects\PythonMain\data_task\13893,D:\PROJECTS\Python_projects\PythonMain\data_solved\13893
13894,D:\PROJECTS\Python_projects\PythonMain\data_task\13894,D:\PROJECTS\Python_projects\PythonMain\data_solved\13894
13895,D:\PROJECTS\Python_projects\PythonMain\data_task\13895,D:\PROJECTS\Python_projects\PythonMain\data_solved\13895
13896,D:\PROJECTS\Python_projects\PythonMain\data_task\13896,D:\PROJECTS\Python_projects\PythonMain\data_solved\13896
13897,D:\PROJECTS\Python_projects\PythonMain\data_task\13897,D:\PROJECTS\Python_projects\PythonMain\data_solved\13897
13898,D:\PROJECTS\Python_projects\PythonMain\data_task\13898,D:\PROJECTS\Python_projects\PythonMain\data_solved\13898
13899,D:\PROJECTS\Python_projects\PythonMain\data_task\13899,D:\PROJECTS\Python_projects\PythonMain\data_solved\13899
13900,D:\PROJECTS\Python_projects\PythonMain\data_task\13900,D:\PROJECTS\Python_projects\PythonMain\data_solved\13900
13901,D:\PROJECTS\Python_projects\PythonMain\data_task\13901,D:\PROJECTS\Python_projects\PythonMain\data_solved\13901
13902,D:\PROJECTS\Python_projects\PythonMain\data_task\13902,D:\PROJECTS\Python_projects\PythonMain\data_solved\13902
13903,D:\PROJECTS\Python_projects\PythonMain\data_task\13903,D:\PROJECTS\Python_projects\PythonMain\data_solved\13903
13904,D:\PROJECTS\Python_projects\PythonMain\data_task\13904,D:\PROJECTS\Python_projects\PythonMain\data_solved\13904
13905,D:\PROJECTS\Python_projects\PythonMain\data_task\13905,D:\PROJECTS\Python_projects\PythonMain\data_solved\13905
13906,D:\PROJECTS\Python_projects\PythonMain\data_task\13906,D:\PROJECTS\Python_projects\PythonMain\data_solved\13906
13907,D:\PROJECTS\Python_projects\PythonMain\data_task\13907,D:\PROJECTS\Python_projects\PythonMain\data_solved\13907
13908,D:\PROJECTS\Python_projects\PythonMain\data_task\13908,D:\PROJECTS\Python_projects\PythonMain\data_solved\13908
13909,D:\PROJECTS\Python_projects\PythonMain\data_task\13909,D:\PROJECTS\Python_projects\PythonMain\data_solved\13909
13910,D:\PROJECTS\Python_projects\PythonMain\data_task\13910,D:\PROJECTS\Python_projects\PythonMain\data_solved\13910
13911,D:\PROJECTS\Python_projects\PythonMain\data_task\13911,D:\PROJECTS\Python_projects\PythonMain\data_solved\13911
13912,D:\PROJECTS\Python_projects\PythonMain\data_task\13912,D:\PROJECTS\Python_projects\PythonMain\data_solved\13912
13913,D:\PROJECTS\Python_projects\PythonMain\data_task\13913,D:\PROJECTS\Python_projects\PythonMain\data_solved\13913
13914,D:\PROJECTS\Python_projects\PythonMain\data_task\13914,D:\PROJECTS\Python_projects\PythonMain\data_solved\13914
13915,D:\PROJECTS\Python_projects\PythonMain\data_task\13915,D:\PROJECTS\Python_projects\PythonMain\data_solved\13915
13916,D:\PROJECTS\Python_projects\PythonMain\data_task\13916,D:\PROJECTS\Python_projects\PythonMain\data_solved\13916
13917,D:\PROJECTS\Python_projects\PythonMain\data_task\13917,D:\PROJECTS\Python_projects\PythonMain\data_solved\13917
13918,D:\PROJECTS\Python_projects\PythonMain\data_task\13918,D:\PROJECTS\Python_projects\PythonMain\data_solved\13918
13919,D:\PROJECTS\Python_projects\PythonMain\data_task\13919,D:\PROJECTS\Python_projects\PythonMain\data_solved\13919
13920,D:\PROJECTS\Python_projects\PythonMain\data_task\13920,D:\PROJECTS\Python_projects\PythonMain\data_solved\13920
13921,D:\PROJECTS\Python_projects\PythonMain\data_task\13921,D:\PROJECTS\Python_projects\PythonMain\data_solved\13921
13922,D:\PROJECTS\Python_projects\PythonMain\data_task\13922,D:\PROJECTS\Python_projects\PythonMain\data_solved\13922
13923,D:\PROJECTS\Python_projects\PythonMain\data_task\13923,D:\PROJECTS\Python_projects\PythonMain\data_solved\13923
13924,D:\PROJECTS\Python_projects\PythonMain\data_task\13924,D:\PROJECTS\Python_projects\PythonMain\data_solved\13924
13925,D:\PROJECTS\Python_projects\PythonMain\data_task\13925,D:\PROJECTS\Python_projects\PythonMain\data_solved\13925
13926,D:\PROJECTS\Python_projects\PythonMain\data_task\13926,D:\PROJECTS\Python_projects\PythonMain\data_solved\13926
13927,D:\PROJECTS\Python_projects\PythonMain\data_task\13927,D:\PROJECTS\Python_projects\PythonMain\data_solved\13927
13928,D:\PROJECTS\Python_projects\PythonMain\data_task\13928,D:\PROJECTS\Python_projects\PythonMain\data_solved\13928
13929,D:\PROJECTS\Python_projects\PythonMain\data_task\13929,D:\PROJECTS\Python_projects\PythonMain\data_solved\13929
13930,D:\PROJECTS\Python_projects\PythonMain\data_task\13930,D:\PROJECTS\Python_projects\PythonMain\data_solved\13930
13931,D:\PROJECTS\Python_projects\PythonMain\data_task\13931,D:\PROJECTS\Python_projects\PythonMain\data_solved\13931
13932,D:\PROJECTS\Python_projects\PythonMain\data_task\13932,D:\PROJECTS\Python_projects\PythonMain\data_solved\13932
13933,D:\PROJECTS\Python_projects\PythonMain\data_task\13933,D:\PROJECTS\Python_projects\PythonMain\data_solved\13933
13934,D:\PROJECTS\Python_projects\PythonMain\data_task\13934,D:\PROJECTS\Python_projects\PythonMain\data_solved\13934
13935,D:\PROJECTS\Python_projects\PythonMain\data_task\13935,D:\PROJECTS\Python_projects\PythonMain\data_solved\13935
13936,D:\PROJECTS\Python_projects\PythonMain\data_task\13936,D:\PROJECTS\Python_projects\PythonMain\data_solved\13936
13937,D:\PROJECTS\Python_projects\PythonMain\data_task\13937,D:\PROJECTS\Python_projects\PythonMain\data_solved\13937
13938,D:\PROJECTS\Python_projects\PythonMain\data_task\13938,D:\PROJECTS\Python_projects\PythonMain\data_solved\13938
13939,D:\PROJECTS\Python_projects\PythonMain\data_task\13939,D:\PROJECTS\Python_projects\PythonMain\data_solved\13939
13940,D:\PROJECTS\Python_projects\PythonMain\data_task\13940,D:\PROJECTS\Python_projects\PythonMain\data_solved\13940
13941,D:\PROJECTS\Python_projects\PythonMain\data_task\13941,D:\PROJECTS\Python_projects\PythonMain\data_solved\13941
13942,D:\PROJECTS\Python_projects\PythonMain\data_task\13942,D:\PROJECTS\Python_projects\PythonMain\data_solved\13942
13943,D:\PROJECTS\Python_projects\PythonMain\data_task\13943,D:\PROJECTS\Python_projects\PythonMain\data_solved\13943
13944,D:\PROJECTS\Python_projects\PythonMain\data_task\13944,D:\PROJECTS\Python_projects\PythonMain\data_solved\13944
13945,D:\PROJECTS\Python_projects\PythonMain\data_task\13945,D:\PROJECTS\Python_projects\PythonMain\data_solved\13945
13946,D:\PROJECTS\Python_projects\PythonMain\data_task\13946,D:\PROJECTS\Python_projects\PythonMain\data_solved\13946
13947,D:\PROJECTS\Python_projects\PythonMain\data_task\13947,D:\PROJECTS\Python_projects\PythonMain\data_solved\13947
13948,D:\PROJECTS\Python_projects\PythonMain\data_task\13948,D:\PROJECTS\Python_projects\PythonMain\data_solved\13948
13949,D:\PROJECTS\Python_projects\PythonMain\data_task\13949,D:\PROJECTS\Python_projects\PythonMain\data_solved\13949
13950,D:\PROJECTS\Python_projects\PythonMain\data_task\13950,D:\PROJECTS\Python_projects\PythonMain\data_solved\13950
13951,D:\PROJECTS\Python_projects\PythonMain\data_task\13951,D:\PROJECTS\Python_projects\PythonMain\data_solved\13951
13952,D:\PROJECTS\Python_projects\PythonMain\data_task\13952,D:\PROJECTS\Python_projects\PythonMain\data_solved\13952
13953,D:\PROJECTS\Python_projects\PythonMain\data_task\13953,D:\PROJECTS\Python_projects\PythonMain\data_solved\13953
13954,D:\PROJECTS\Python_projects\PythonMain\data_task\13954,D:\PROJECTS\Python_projects\PythonMain\data_solved\13954
13955,D:\PROJECTS\Python_projects\PythonMain\data_task\13955,D:\PROJECTS\Python_projects\PythonMain\data_solved\13955
13956,D:\PROJECTS\Python_projects\PythonMain\data_task\13956,D:\PROJECTS\Python_projects\PythonMain\data_solved\13956
13957,D:\PROJECTS\Python_projects\PythonMain\data_task\13957,D:\PROJECTS\Python_projects\PythonMain\data_solved\13957
13958,D:\PROJECTS\Python_projects\PythonMain\data_task\13958,D:\PROJECTS\Python_projects\PythonMain\data_solved\13958
13959,D:\PROJECTS\Python_projects\PythonMain\data_task\13959,D:\PROJECTS\Python_projects\PythonMain\data_solved\13959
13960,D:\PROJECTS\Python_projects\PythonMain\data_task\13960,D:\PROJECTS\Python_projects\PythonMain\data_solved\13960
13961,D:\PROJECTS\Python_projects\PythonMain\data_task\13961,D:\PROJECTS\Python_projects\PythonMain\data_solved\13961
13962,D:\PROJECTS\Python_projects\PythonMain\data_task\13962,D:\PROJECTS\Python_projects\PythonMain\data_solved\13962
13963,D:\PROJECTS\Python_projects\PythonMain\data_task\13963,D:\PROJECTS\Python_projects\PythonMain\data_solved\13963
13964,D:\PROJECTS\Python_projects\PythonMain\data_task\13964,D:\PROJECTS\Python_projects\PythonMain\data_solved\13964
13965,D:\PROJECTS\Python_projects\PythonMain\data_task\13965,D:\PROJECTS\Python_projects\PythonMain\data_solved\13965
13966,D:\PROJECTS\Python_projects\PythonMain\data_task\13966,D:\PROJECTS\Python_projects\PythonMain\data_solved\13966
13967,D:\PROJECTS\Python_projects\PythonMain\data_task\13967,D:\PROJECTS\Python_projects\PythonMain\data_solved\13967
13968,D:\PROJECTS\Python_projects\PythonMain\data_task\13968,D:\PROJECTS\Python_projects\PythonMain\data_solved\13968
13969,D:\PROJECTS\Python_projects\PythonMain\data_task\13969,D:\PROJECTS\Python_projects\PythonMain\data_solved\13969
13970,D:\PROJECTS\Python_projects\PythonMain\data_task\13970,D:\PROJECTS\Python_projects\PythonMain\data_solved\13970
13971,D:\PROJECTS\Python_projects\PythonMain\data_task\13971,D:\PROJECTS\Python_projects\PythonMain\data_solved\13971
13972,D:\PROJECTS\Python_projects\PythonMain\data_task\13972,D:\PROJECTS\Python_projects\PythonMain\data_solved\13972
13973,D:\PROJECTS\Python_projects\PythonMain\data_task\13973,D:\PROJECTS\Python_projects\PythonMain\data_solved\13973
13974,D:\PROJECTS\Python_projects\PythonMain\data_task\13974,D:\PROJECTS\Python_projects\PythonMain\data_solved\13974
13975,D:\PROJECTS\Python_projects\PythonMain\data_task\13975,D:\PROJECTS\Python_projects\PythonMain\data_solved\13975
13976,D:\PROJECTS\Python_projects\PythonMain\data_task\13976,D:\PROJECTS\Python_projects\PythonMain\data_solved\13976
13977,D:\PROJECTS\Python_projects\PythonMain\data_task\13977,D:\PROJECTS\Python_projects\PythonMain\data_solved\13977
13978,D:\PROJECTS\Python_projects\PythonMain\data_task\13978,D:\PROJECTS\Python_projects\PythonMain\data_solved\13978
13979,D:\PROJECTS\Python_projects\PythonMain\data_task\13979,D:\PROJECTS\Python_projects\PythonMain\data_solved\13979
13980,D:\PROJECTS\Python_projects\PythonMain\data_task\13980,D:\PROJECTS\Python_projects\PythonMain\data_solved\13980
13981,D:\PROJECTS\Python_projects\PythonMain\data_task\13981,D:\PROJECTS\Python_projects\PythonMain\data_solved\13981
13982,D:\PROJECTS\Python_projects\PythonMain\data_task\13982,D:\PROJECTS\Python_projects\PythonMain\data_solved\13982
13983,D:\PROJECTS\Python_projects\PythonMain\data_task\13983,D:\PROJECTS\Python_projects\PythonMain\data_solved\13983
13984,D:\PROJECTS\Python_projects\PythonMain\data_task\13984,D:\PROJECTS\Python_projects\PythonMain\data_solved\13984
13985,D:\PROJECTS\Python_projects\PythonMain\data_task\13985,D:\PROJECTS\Python_projects\PythonMain\data_solved\13985
13986,D:\PROJECTS\Python_projects\PythonMain\data_task\13986,D:\PROJECTS\Python_projects\PythonMain\data_solved\13986
13987,D:\PROJECTS\Python_projects\PythonMain\data_task\13987,D:\PROJECTS\Python_projects\PythonMain\data_solved\13987
13988,D:\PROJECTS\Python_projects\PythonMain\data_task\13988,D:\PROJECTS\Python_projects\PythonMain\data_solved\13988
13989,D:\PROJECTS\Python_projects\PythonMain\data_task\13989,D:\PROJECTS\Python_projects\PythonMain\data_solved\13989
13990,D:\PROJECTS\Python_projects\PythonMain\data_task\13990,D:\PROJECTS\Python_projects\PythonMain\data_solved\13990
13991,D:\PROJECTS\Python_projects\PythonMain\data_task\13991,D:\PROJECTS\Python_projects\PythonMain\data_solved\13991
13992,D:\PROJECTS\Python_projects\PythonMain\data_task\13992,D:\PROJECTS\Python_projects\PythonMain\data_solved\13992
13993,D:\PROJECTS\Python_projects\PythonMain\data_task\13993,D:\PROJECTS\Python_projects\PythonMain\data_solved\13993
13994,D:\PROJECTS\Python_projects\PythonMain\data_task\13994,D:\PROJECTS\Python_projects\PythonMain\data_solved\13994
13995,D:\PROJECTS\Python_projects\PythonMain\data_task\13995,D:\PROJECTS\Python_projects\PythonMain\data_solved\13995
13996,D:\PROJECTS\Python_projects\PythonMain\data_task\13996,D:\PROJECTS\Python_projects\PythonMain\data_solved\13996
13997,D:\PROJECTS\Python_projects\PythonMain\data_task\13997,D:\PROJECTS\Python_projects\PythonMain\data_solved\13997
13998,D:\PROJECTS\Python_projects\PythonMain\data_task\13998,D:\PROJECTS\Python_projects\PythonMain\data_solved\13998
13999,D:\PROJECTS\Python_projects\PythonMain\data_task\13999,D:\PROJECTS\Python_projects\PythonMain\data_solved\13999
